"HMP ID","GOLD ID","Organism Name","Domain","NCBI Superkingdom","HMP Isolation Body Site","Project Status","Current Finishing Level","NCBI Submission Status","NCBI Project ID","Genbank ID","Gene Count","IMG/HMP ID","HOMD ID","Sequencing Center","Funding Source","Strain Repository ID","",
"18","Gi03417","Acinetobacter radioresistens SH164","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38345","ACPO00000000","2938","646206271","","Broad Institute","NIH-HMP Jumpstart Supplement","CCUG 57822",
"19","Gi03900","Acinetobacter radioresistens SK82","BACTERIAL","Bacteria","skin","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","34081","ACVR00000000","3188","645058758","","J. Craig Venter Institute","NIH-HMP Jumpstart Supplement","BEI HM-107",
"20","Gi03494","Acinetobacter baumannii 6013113","BACTERIAL","Bacteria","skin","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","33017","ACYR00000000","4010","647000203","","Washington University Genome Sequencing Center","NIH-NHGRI","NCTC 13487",
"21","Gi03495","Acinetobacter baumannii 6013150","BACTERIAL","Bacteria","skin","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","33071","ACYQ00000000","3964","647000204","","Washington University Genome Sequencing Center","NIH-NHGRI","NCTC 13486",
"22","Gi03496","Acinetobacter baumannii 6014059","BACTERIAL","Bacteria","skin","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","33073","ACYS00000000","3880","647000205","","Washington University Genome Sequencing Center","NIH-NHGRI","NCTC 13485",
"23","Gi02599","Acinetobacter sp. ATCC 27244","BACTERIAL","Bacteria","skin","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30949","ABYN00000000","3327","643886214","","Baylor College of Medicine","NIH-NHGRI","ATCC 27244",
"26","Gi03419","Acinetobacter junii SH205","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38341","ACPM00000000","3252","646206269","","Broad Institute","NIH-HMP Jumpstart Supplement","CCUG 57821",
"27","Gi03558","Actinobacillus ureae ATCC 25976","BACTERIAL","Bacteria","airways","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","52977","AEVG00000000","2475","649989900","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 25976, NCTC 10219",
"43","Gi03560","Actinobaculum P1 oral taxon 183 F0552","BACTERIAL","","oral","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","173932","AWSB00000000","2320","0","","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","BEI HM-1065",
"44","Gi02601","Actinomyces coleocanis DSM 15436","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31427","ACFG00000000","1546","643886017","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","DSM 15436",
"45","Gi03828","Actinomyces graevenitzii C83","BACTERIAL","Bacteria","airways","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38761","ACRN00000000","1853","2513237375","","Broad Institute","NIH-HMP Jumpstart Supplement","BEI HM-236",
"50","Gi01705","Actinomyces odontolyticus ATCC 17982","BACTERIAL","Bacteria","oral","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18171","AAYI00000000","2159","640963058","HOMD: tax_701","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 43331, ATCC 17982",
"51","Gi03829","Actinomyces odontolyticus C702","BACTERIAL","Bacteria","airways","In Progress","N/A","4. sequence public on NCBI site","38741","","0","0","HOMD: tax_701","Broad Institute","NIH-HMP Jumpstart Supplement","BEI Processing",
"58","Gi02602","Actinomyces urogenitalis DSM 15434","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31429","ACFH00000000","2403","643886015","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","DSM 15434",
"59","Gi03830","Actinomyces viscosus C505","BACTERIAL","Bacteria","airways","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38743","ACRE00000000","2587","649989905","","Broad Institute","NIH-HMP Jumpstart Supplement","BEI HM-238",
"61","Gi02603","Aerococcus viridans ATCC 11563","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38729","ADNT00000000","1929","647000207","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 11563, NCTC 8251, DSM 20340",
"63","Gi02604","Aeromicrobium marinum DSM 15272","BACTERIAL","Bacteria","oral","Complete","Level 5: Non-contiguous Finished","6. annotation (and sequence) public on NCBI site","34545","ACLF00000000","3081","645951844","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","DSM 15272, LMG 21768",
"67","","Anaerovorax sp. ORNL_6EZ5-Gt_3_Pl1-27","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217536","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"68","Gi02606","Alistipes sp. 10_1_37FAA","BACTERIAL","Bacteria","gastrointestinal_tract","In Progress","N/A","4. sequence public on NCBI site","41949","","0","0","","Broad Institute","NIH-NHGRI","BEI HM-55",
"69","Gi02070","Alistipes putredinis DSM 17216","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19655","ABFK00000000","2742","641736205","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17216, CCUG 45780, CIP 104286, ATCC 29800, Carlier 10203, VPI 3293",
"70","","Anaerovorax sp. ORNL_6EZ5-Gt_3_Pl2-127","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217537","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"71","Gi02608","Anaerococcus hydrogenalis DSM 7454","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30747","ABXA00000000","2069","642979323","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 7454, ATCC 49630, JCM 7635",
"72","Gi02610","Anaerococcus lactolyticus ATCC 51172","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30951","ABYO00000000","2253","643886145","","Baylor College of Medicine","NIH-NHGRI","ATCC 51172, JCM 8140, DSM 7456",
"76","Gi03599","Anaerococcus sp. S9 PR-5","BACTERIAL","Bacteria","urogenital_tract","In Progress","N/A","4. sequence public on NCBI site","219648","","0","0","","J. Craig Venter Institute","NIH-HMP","BEI HM-1176",
"77","Gi02612","Anaerococcus tetradius ATCC 35098","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31433","ACGC00000000","2079","643886055","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 35098",
"78","Gi03600","Anaerococcus vaginalis ATCC 51170","BACTERIAL","Bacteria","skin","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38727","ACXU00000000","1764","645058761","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 51170",
"79","Gi02071","Anaerofustis stercorihominis DSM 17244","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19657","ABIL00000000","2331","641736193","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17244, ATCC BAA-858, CCUG 47767, CIP 108481, WAL 14563",
"80","Gi03601","Anaeroglobus geminatus F0357","BACTERIAL","Bacteria","oral","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","50397","AGCJ00000000","2148","2513237300","HOMD: tax_121","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","BEI HM-557",
"81","Gi01713","Anaerostipes caccae DSM 14662","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18213","ABAX00000000","3748","641736227","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 14662",
"82","Gi02072","Anaerotruncus colihominis DSM 17241","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19659","ABGD00000000","4427","641736271","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17241, CCUG 45055, CIP 107754, WAL 14565",
"83","Gi02613","Aneurinibacillus aneurinilyticus ATCC 12856","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38313","AWSJ00000000","6214","0","","Washington University Genome Sequencing Center","NIH-HMP Jumpstart Supplement","DSM 5562, ATCC 12856, CIP 104007, IAM 1077, IFO 15521, JCM 9024, NBRC 15521",
"86","Gi03355","Atopobium rimae ATCC 49626","BACTERIAL","Bacteria","oral","Complete","Level 6: Finished","6. annotation (and sequence) public on NCBI site","30999","ACFE00000000","1548","643886019","HOMD: tax_750","J. Craig Venter Institute","NIH-HMP Jumpstart Supplement","ATCC 49626, VPI D140H-11A",
"91","Gi02616","Atopobium vaginae DSM 15829","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31435","ACGK00000000","1244","643886063","HOMD: tax_814","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC BAA-55, DSM 15829, CCUG 38953, CIP 106431",
"101","Gi02635","Bacteroides sp. 2_1_16","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38347","ACPP00000000","4683","647533110","","Broad Institute","NIH-NHGRI","BEI HM-58",
"102","Gi02636","Bacteroides sp. 2_1_22","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","38349","ACPQ00000000","4814","647533111","","Broad Institute","NIH-NHGRI","BEI HM-18",
"104","Gi02643","Bacteroides sp. 3_1_19","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","41951","ADCJ00000000","4328","648861002","","Broad Institute","NIH-NHGRI","BEI HM-19",
"107","","Bacteroidales bacterium ORNL_2OR_SD_356","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217538","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"108","","Bacteroidetes bacterium ORNL_1UT_ORNL_28","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217539","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"109","Gi01709","Bacteroides caccae ATCC 43185","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18163","AAVM00000000","3855","640963023","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43185",
"110","Gi01714","Bacteroides capillosus ATCC 29799","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18173","AAXG00000000","4833","640963014","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 29799",
"111","Gi03226","Bacteroides cellulosilyticus DSM 14838","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30027","ACCH00000000","5719","643886111","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 14838, CCUG 44979",
"113","Gi02355","Bacteroides coprocola DSM 17136","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","20521","ABIY00000000","4291","642791613","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17136, JCM 12979",
"114","Gi03325","Bacteroides coprophilus DSM 18228","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30371","ACBW00000000","3838","643886197","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 18228, JCM 18818",
"115","Gi02571","Bacteroides dorei DSM 17855","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","27831","ABWZ00000000","4966","642979370","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17855, JCM 13471",
"116","Gi02572","Bacteroides eggerthii DSM 20697","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","27827","ABVO00000000","3711","642979334","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20697, ATCC 27754",
"117","Gi02573","Bacteroides finegoldii DSM 17565","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","27823","ABXI00000000","4485","642979319","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17565, JCM 13345",
"118","Gi02641","Bacteroides fragilis 3_1_12","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32433","ABZX00000000","4842","645058788","","Broad Institute","NIH-NHGRI","BEI HM-20",
"122","Gi02356","Bacteroides intestinalis DSM 17393","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","20523","ABJL00000000","4911","642791621","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17393, JCM 13265",
"123","Gi01711","Bacteroides ovatus ATCC 8483","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18191","AAXF00000000","5536","641380449","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 8483",
"124","Gi02617","Bacteroides pectinophilus ATCC 43243","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","27825","ABVQ00000000","3246","642979337","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43243",
"126","Gi02574","Bacteroides plebeius DSM 17135","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","27829","ABQC00000000","3933","642979351","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 17135",
"127","Gi02633","Bacteroides sp. 1_1_30","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","41955","ADCL00000000","5299","651324013","","Broad Institute","NIH-NHGRI","BEI HM-22",
"128","Gi02634","Bacteroides sp. 1_1_6","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32435","ACIC00000000","5429","646206272","","Broad Institute","NIH-NHGRI","BEI HM-23",
"129","Gi02638","Parabacteroides sp. 2_1_7","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32437","ABZY00000000","4290","645058782","","Broad Institute","NIH-NHGRI","",
"131","Gi02647","Bacteroides sp. 3_2_5","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32441","ACIB00000000","4131","646206273","","Broad Institute","NIH-NHGRI","BEI HM-67",
"133","Gi02650","Bacteroides sp. 9_1_42FAA","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32445","ACAA00000000","4532","646206263","","Broad Institute","NIH-NHGRI","BEI HM-27",
"134","Gi03451","Bacteroides sp. D1","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32447","ACAB00000000","4686","646206264","","Broad Institute","NIH-NHGRI","BEI HM-74",
"135","Gi03452","Bacteroides sp. D2","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","32449","ACGA00000000","5200","645951811","","Broad Institute","NIH-NHGRI","BEI HM-28",
"139","Gi02147","Bacteroides stercoris ATCC 43183","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","19859","ABFZ00000000","3777","641736196","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43183, CIP 104203T, JCM 9496",
"140","Gi01712","Bacteroides uniformis ATCC 8492","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18195","AAYH00000000","4663","641380447","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 8492",
"142","Gi01710","Parabacteroides merdae ATCC 43184","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18193","AAXE00000000","4384","640963016","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 43184",
"143","","Veillonellaceae bacterium ORNL_6EZ3_F_Cy55","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217672","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"144","","Veillonellaceae bacterium ORNL_6EZ3_F_Cy59","BACTERIAL","Bacteria","unknown","In Progress","N/A","4. sequence public on NCBI site","217673","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"149","","Blautia sp. ORNL_6EZ5-Gt_2_Pl1-12","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217540","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"150","","Blautia sp. ORNL_6EZ5-Gt_5_Pl1-50","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217541","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"151","","Blautia sp. ORNL_6EZ5-Gt_6_Pl2-149","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217542","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"152","","Blautia sp. ORNL_6EZ5-Gt_7_Pl1-66","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217543","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"153","","Butyricicoccus sp. ORNL_6EZ5-Gt_4_Pl1-35","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217544","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"154","","Butyricicoccus sp. ORNL_6EZ5-Gt_6_Pl2-147","BACTERIAL","Bacteria","unknown","In Progress","N/A","2. project has NCBI project id","217545","","0","0","","Broad Institute","NIH-HMP Sequencing Center","",
"156","Gi03510","Bacteroidetes oral taxon 274 str. F0058","BACTERIAL","Bacteria","oral","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","41957","ADCM00000000","1905","648861005","HOMD: tax_274","Broad Institute","NIH-HMP Jumpstart Supplement","BEI HM-4",
"159","Gi01706","Bifidobacterium adolescentis L2-32","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","18197","AAXD00000000","2428","640963015","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","BEI HM-633",
"160","Gi02652","Bifidobacterium angulatum DSM 20098","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","29261","ABYS00000000","1748","642979361","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20098, ATCC 27535",
"161","Gi02653","Bifidobacterium bifidum ATCC 29521 = JCM 1255","BACTERIAL","","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","28655","AWSW00000000","2109","0","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20456, ATCC 29521, JCM 1255",
"162","Gi02657","Bifidobacterium bifidum NCIMB 41171","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30055","ABQP00000000","1889","643886040","","Broad Institute","NIH-NHGRI","NCIMB 41171",
"164","Gi02654","Bifidobacterium breve DSM 20213","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","29259","ACCG00000000","2263","643886102","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20213, ATCC 15700, NCTC 11815",
"165","Gi02655","Bifidobacterium catenulatum DSM 16992","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30749","ABXY00000000","1950","642979312","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 16992, ATCC 27539, CIP 104175, DSM 20103",
"167","Gi02447","Bifidobacterium dentium ATCC 27678","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","20555","ABIX00000000","2430","641736189","HOMD: tax_588","Washington University Genome Sequencing Center","NIH-HMP NHGRI","ATCC 27678",
"168","Gi03612","Bifidobacterium dentium Bd1","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","51373","AEEQ00000000","2336","648276623","HOMD: tax_588","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 27679",
"172","Gi02656","Bifidobacterium gallicum DSM 20093","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","30751","ABXB00000000","1918","642979324","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20093, ATCC 49850, JCM 8224",
"173","Gi02659","Bifidobacterium longum subsp. infantis CCUG 52486","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","30065","ABQQ00000000","2179","643886216","","Broad Institute","NIH-NHGRI","CCUG 52486",
"175","Gi03513","Bifidobacterium longum subsp. infantis ATCC 55813","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","31437","ACHI00000000","2109","643886140","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 55813",
"176","Gi02660","Bifidobacterium pseudocatenulatum DSM 20438","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","30373","ABXX00000000","2151","642979313","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 20438, ATCC 27919, LMG 10505, JCM 1200",
"178","Gi03626","Bilophila sp. 4_1_30","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","41961","ADCO00000000","4114","2513237322","","Broad Institute","NIH-NHGRI","BEI HM-31",
"179","Gi03514","Bilophila wadsworthia 3_1_6","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 5: Non-contiguous Finished","6. annotation (and sequence) public on NCBI site","41963","ADCP00000000","3786","649989917","","Broad Institute","NIH-NHGRI","BEI HM-32",
"183","Gi02663","Brevibacterium mcbrellneri ATCC 49030","BACTERIAL","Bacteria","urogenital_tract","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","34583","ADNU00000000","2432","647000216","","Baylor College of Medicine","NIH-HMP Jumpstart Supplement","ATCC 49030",
"185","Gi04693","Brevundimonas diminuta 470-4","BACTERIAL","Bacteria","oral","Complete","Level 2: High-Quality Draft","6. annotation (and sequence) public on NCBI site","67195","AMFA00000000","3506","0","HOMD: tax_590","Washington University Genome Sequencing Center","NIH-HMP Sequencing Center","ATCC 13184",
"186","Gi02527","Bryantella formatexigens DSM 14469","BACTERIAL","Bacteria","gastrointestinal_tract","Complete","Level 3: Improved-High-Quality Draft","6. annotation (and sequence) public on NCBI site","21051","ACCL00000000","4896","643886107","","Washington University Genome Sequencing Center","NIH-HMP NHGRI","DSM 14469",
